회사명,상장일,시장구분,대표주관회사,기존분류,재분류,근거문구
인벤티지랩,2022-11-22,코스닥,한국투자증권(주),기술특례,기술평가특례,"의 시장규모 및 성장잠재력과 기술제품의 경쟁력을 감안할 시 전반적인 시장성은 보통 수준으로 평가됨. 이에 따라, 동사의 최종 기술평가등급은 장래 환경변화에 다소 영향을 받을 수는 있으나 우수한 기술력을 보유한 BBB 수준으로 의견을 제시함. 이와 같이 당사는 외"
펨트론,2022-11-24,코스닥,하나증권주식회사,일반,일반,
에이아이더뉴트리진,2022-11-29,코스닥,아이비케이투자증권(주),(NULL),(문서없음),
아하,2022-11-30,코스닥,하나증권(주),(NULL),(문서없음),
SAMG엔터,2022-12-06,코스닥,엔에이치투자증권(주),기술특례,성장성/사업모델,"수준의 사업성을 가진 기업이며, 자체 보유한 사업경쟁력에 기반하여 장래 환경변화에 크게 영향을 받지 않을 수준으로 판단되어 사업평가등급 [A]로 의견을 제시함. 【전문평가의 평가항목 중 사업모델기업 평가표】 구분 (대분류) 평가항목 (중분류) 주요 평가 사항"
애니메디솔루션,2022-12-21,코스닥,신한투자증권(주),(NULL),(문서없음),
마이크로엔엑스,2022-12-21,코스닥,교보증권(주),(NULL),(문서없음),
바이오노트,2022-12-22,유가증권,"한국투자증권(주),엔에이치투자증권(주)",일반,일반,
지에프씨생명과학,2022-12-23,코넥스,대신증권(주),(NULL),일반,
카이바이오텍,2022-12-23,코스닥,해당없음,(NULL),(문서없음),
타이드,2022-12-28,코스닥,한화투자증권(주),(NULL),(문서없음),
아이오바이오,2022-12-28,코스닥,키움증권(주),(NULL),(문서없음),
한주라이트메탈,2023-01-19,코스닥,"미래에셋증권 주식회사,현대차증권주식회사",일반,일반,
티이엠씨,2023-01-19,코스닥,한화투자증권(주),기술특례,기술평가특례,스코기술투자㈜ 계열 펀드 투자 유치 (2차) 2022.05 한화투자증권 외 투자 유치 2022.06 상장특례 기술평가 완료 (기술평가등급: A) 3. 자본금 변동사항 당사의 자본금 변동사항은 년도별로 각각 다음과 같습니다.2020년도 변동사유는 2020년 2월
태양3C,2023-01-26,코스닥,키움증권(주),(NULL),(문서없음),
지슨,2023-01-26,코넥스,키움증권(주),(NULL),일반,
미래반도체,2023-01-27,코스닥,신한투자증권 주식회사,일반,일반,
오브젠,2023-01-30,코스닥,한국투자증권(주),기술특례,기술평가특례,"민석 주임 - 상장예정법인: 이형인 대표이사, 전배문 사내이사, 유용희 사내이사, 김홍구 전무, 전배중 상무 3. 내용 1) 기술평가 등급 확보에 따른 신청 등 향후 일정 점검 2) 제3자배정 유상증자 관련 준비/진행상황 점검 2022.04.15~2022.05.2"
삼기이브이,2023-02-03,코스닥,대신증권(주),일반,일반,
스튜디오미르,2023-02-07,코스닥,미래에셋증권 주식회사,일반,일반,
